date,monetary_gold,foreign_exchange_reserves,gold,silver,platinum,palladium,dual_currency_basket,EUR_978,USD_840,JPY_392,CNY_156,INR_356,BRL_986
2014-12-09,45222,373658,2048.52,27.99,2111.51,1379.68,58.7605,65.4248,53.3079,0.439272,8.63621,0.860759,20.5909
2014-12-10,45222,373658,2102.86,28.34,2147.3,1399.58,59.9128,66.8809,54.2116,0.452536,8.76445,0.876041,20.845
2014-12-11,45222,373658,2143.3,28.57,2181.26,1422.18,60.0912,67.1989,54.2758,0.454628,8.78761,0.875063,20.9317
2014-12-12,45222,373658,2148.32,30.05,2180.91,1439.26,60.8687,68.2942,54.7932,0.46376,8.85332,0.879894,20.9382
2014-12-13,45222,373658,2237.92,31.06,2266.27,1494.39,63.0286,70.5289,56.8919,0.479635,9.19554,0.912241,21.4678
2014-12-16,45222,373658,2271.21,32.02,2288.56,1525.08,64.7892,72.6642,58.3461,0.49283,9.42449,0.929633,21.9776
2014-12-17,45222,373658,2357.79,33.13,2390.72,1574.81,67.9014,76.1516,61.1512,0.522593,9.87919,0.964074,22.6856
2014-12-18,45222,373658,2613.03,35.5,2617.39,1712.96,75.3469,84.589,67.7851,0.578051,10.9384,1.06673,24.7535
2014-12-19,45222,373658,2320.13,30.56,2303.36,1504.28,65.7852,73.3414,59.6029,0.502745,9.5894,0.942413,21.95
2014-12-20,45222,373658,2336.31,31.37,2339.23,1545.18,66.9331,74.5727,60.6825,0.508292,9.75493,0.962069,22.7898
2014-12-23,45222,373658,2170.96,28.81,2177.77,1463.96,62.2343,69.2503,56.494,0.471353,9.07855,0.892833,21.2399
2014-12-24,45222,373658,2069.34,28.23,2084.25,1421.08,60.052,66.7539,54.5687,0.454134,8.76423,0.860298,20.4691
2014-12-25,45222,373658,2062.03,27.52,2100.57,1417.32,59.8516,66.4031,54.4913,0.452285,8.76616,0.858739,20.2187
2014-12-26,45222,373658,1991.06,26.68,2013.05,1368.54,57.8817,64.3177,52.6159,0.437827,8.48767,0.828336,19.5185
2014-12-27,45222,373658,1969.05,26.38,1990.8,1353.41,57.1998,63.5131,52.0343,0.432304,8.37669,0.817314,19.3027
2014-12-30,45222,373658,2175.83,28.74,2215.92,1481.53,62.2506,69.059,56.6801,0.470824,9.10787,0.890287,21.2365
2014-12-31,45222,373658,2146.08,28.94,2183.16,1465.09,61.6963,68.3427,56.2584,0.470644,9.07072,0.885471,20.8156
2015-01-01,46089,339371,2168.34,28.55,2187.78,1442.85,61.6963,68.3681,56.2376,0.469998,9.06167,0.889906,21.1618
2015-01-13,46089,339371,2464.8,32.76,2489.0,1623.7,67.9648,74.3551,62.7363,0.52855,10.1132,1.00805,23.8532
2015-01-14,46089,339371,2582.98,34.44,2591.32,1688.63,70.2115,76.7735,64.8425,0.547587,10.462,1.04467,24.2538
2015-01-15,46089,339371,2611.23,36.13,2613.88,1676.71,71.4374,77.9629,66.0983,0.565934,10.6679,1.06361,25.006
2015-01-16,46089,339371,2574.82,34.69,2578.47,1607.11,70.0094,76.3352,64.8337,0.551073,10.477,1.05344,24.7835
2015-01-17,46089,339371,2636.52,35.87,2633.9,1619.73,69.9836,75.8623,65.1738,0.558928,10.4995,1.05297,24.66
2015-01-20,46089,339371,2664.44,35.34,2642.5,1589.68,69.5636,75.174,64.9732,0.554332,10.4447,1.05365,24.7866
2015-01-21,46089,339371,2699.97,36.88,2649.3,1604.62,69.6155,75.2735,64.9862,0.549636,10.4584,1.05207,24.5037
2015-01-22,46089,339371,2735.75,37.52,2699.92,1639.76,70.1755,75.8218,65.5558,0.557092,10.5538,1.06482,25.073
2015-01-23,46089,339371,2706.12,38.31,2685.09,1608.53,70.0676,75.7724,65.4,0.554472,10.5334,1.06117,25.1461
2015-01-24,46089,339371,2636.32,36.85,2602.69,1579.55,67.2242,71.9067,63.393,0.536274,10.1782,1.03103,24.6186
2015-01-27,46089,339371,2705.17,38.44,2638.21,1617.51,69.18,73.5633,65.5937,0.554844,10.4876,1.06708,25.42
2015-01-28,46089,339371,2788.62,38.87,2740.65,1707.18,71.6299,76.2922,67.8153,0.573928,10.8617,1.10374,26.2494
2015-01-29,46089,339371,2778.56,38.58,2726.74,1699.09,71.2511,76.2629,67.1506,0.569218,10.7481,1.09442,26.1022
2015-01-30,46089,339371,2818.51,39.8,2746.69,1745.69,72.7077,77.569,68.7303,0.583078,11.0025,1.11784,26.6758
2015-01-31,46089,339371,2800.07,38.63,2725.83,1735.22,73.0607,78.1105,68.9291,0.584888,11.0264,1.11302,26.4725
2015-02-03,49061,327147,2854.0,37.9,2745.93,1726.85,73.7707,78.79,69.664,0.591802,11.1288,1.12693,25.9708
2015-02-04,49061,327147,2791.22,37.52,2695.35,1730.08,71.8472,76.8271,67.7727,0.578117,10.8298,1.09798,24.847
2015-02-05,49061,327147,2670.72,37.01,2600.75,1653.88,69.7645,75.0415,65.447,0.557494,10.4754,1.06039,24.2945
2015-02-06,49061,327147,2787.71,38.36,2730.91,1742.66,72.8072,77.9356,68.6113,0.584672,10.9752,1.11022,25.0242
2015-02-07,49061,327147,2683.9,36.1,2664.79,1685.93,70.3704,75.6591,66.0432,0.563028,10.576,1.06892,24.0551
2015-02-10,49061,327147,2627.27,36.42,2590.79,1655.99,69.7424,74.5833,65.7817,0.554208,10.5298,1.05724,23.6412
2015-02-11,49061,327147,2603.9,35.71,2560.77,1639.14,69.358,74.1382,65.4469,0.551155,10.4856,1.055,23.6236
2015-02-12,49061,327147,2623.99,35.68,2565.58,1635.35,69.9645,74.7386,66.0585,0.551568,10.5821,1.06238,23.3043
2015-02-13,49061,327147,2603.83,36.02,2554.42,1646.99,70.0287,74.8311,66.0994,0.554409,10.5835,1.05979,23.0352
2015-02-14,49061,327147,2564.97,35.34,2511.08,1628.02,69.2628,74.3675,65.0862,0.547104,10.43,1.04703,23.0737
2015-02-17,49061,327147,2485.09,33.97,2439.76,1581.51,66.6589,71.5426,62.6632,0.52838,10.0272,1.00734,22.1065
2015-02-18,49061,327147,2468.18,34.89,2416.16,1579.8,66.6554,71.3243,62.8353,0.529898,10.0459,1.01086,22.2064
2015-02-19,49061,327147,2420.49,33.74,2355.29,1568.85,66.3061,71.08,62.4001,0.523732,9.97588,1.00233,22.0511
2015-02-20,49061,327147,2432.51,32.8,2357.11,1550.1,66.0952,70.9408,62.1307,0.523823,9.93281,1.00077,21.8924
2015-02-21,49061,327147,2388.29,33.2,2296.01,1545.89,65.4621,70.0315,61.7235,0.520193,9.86771,0.991383,21.5327
2015-02-25,49061,327147,2441.02,33.08,2364.45,1598.76,67.3036,71.9422,63.5083,0.532274,10.153,1.02001,22.0599
2015-02-26,49061,327147,2427.88,32.84,2356.44,1617.92,66.4493,71.1655,62.5906,0.526746,9.99866,1.00887,22.0957
2015-02-27,49061,327147,2381.32,32.23,2320.81,1590.8,64.4319,68.9797,60.7109,0.511314,9.69916,0.980236,21.1183
2015-02-28,49061,327147,2373.77,33.13,2310.73,1585.8,64.6081,68.6857,61.2718,0.513487,9.77284,0.990732,21.0665
2015-03-03,46790,313431,2434.2,33.07,2364.68,1632.47,65.5177,69.5424,62.2248,0.518972,9.91962,1.00557,21.914
2015-03-04,46790,313431,2421.63,33.34,2378.02,1654.19,65.7326,69.8487,62.3649,0.520706,9.93942,1.00804,21.5311
2015-03-05,46790,313431,2395.63,32.66,2347.39,1643.17,65.1322,69.1138,61.8745,0.516676,9.86708,0.998781,21.1089
2015-03-06,46790,313431,2385.56,32.45,2350.27,1650.36,64.754,68.3086,61.8457,0.516134,9.86973,0.994384,20.7717
2015-03-07,46790,313431,2307.86,31.23,2270.25,1587.44,62.7421,66.1012,59.9938,0.499283,9.57908,0.961439,19.9746
2015-03-11,46790,313431,2264.44,31.05,2213.73,1570.09,62.8516,65.5242,60.6649,0.498192,9.68794,0.967619,19.2881
2015-03-12,46790,313431,2335.11,31.8,2269.11,1616.19,64.5864,66.9168,62.6797,0.516605,10.0094,0.998999,20.2075
2015-03-13,46790,313431,2275.92,30.65,2204.88,1560.07,62.6082,64.6232,60.9595,0.503215,9.73405,0.974183,19.4672
2015-03-14,46790,313431,2279.9,30.91,2209.91,1567.24,62.9584,64.965,61.3167,0.505101,9.79672,0.977159,19.2487
2015-03-17,46790,313431,2311.87,30.97,2227.95,1574.55,63.6152,65.4063,62.1497,0.512385,9.92458,0.989566,19.1295
2015-03-18,46790,313431,2292.57,30.93,2195.79,1542.61,63.4072,65.4314,61.751,0.508636,9.88063,0.984276,18.909
2015-03-19,46790,313431,2266.28,30.69,2155.82,1510.85,62.9964,65.0108,61.3483,0.505944,9.84819,0.978676,18.8312
2015-03-20,46790,313431,2239.07,29.76,2152.51,1488.87,61.772,64.1446,59.8308,0.495391,9.65651,0.955687,18.4566
2015-03-21,46790,313431,2261.64,30.65,2165.62,1488.14,61.8414,64.0504,60.0341,0.496704,9.67558,0.959931,18.1202
2015-03-24,46790,313431,2257.9,30.9,2171.13,1481.18,61.5611,64.1473,59.4452,0.494882,9.56556,0.953985,18.4081
2015-03-25,46790,313431,2254.68,31.61,2159.73,1460.61,61.2782,64.3425,58.771,0.491622,9.47064,0.945384,18.7533
2015-03-26,46790,313431,2200.33,31.31,2103.37,1417.01,59.8076,62.7651,57.3879,0.479611,9.23675,0.921154,18.2741
2015-03-27,46790,313431,2194.06,30.73,2099.0,1398.73,58.9714,62.0811,56.4271,0.476279,9.08444,0.902004,17.6241
2015-03-28,46790,313431,2223.48,31.79,2117.69,1410.56,59.9048,62.5655,57.7279,0.48322,9.28728,0.922761,18.1329
2015-03-31,46790,313431,2231.92,31.3,2122.15,1400.35,60.6716,63.3695,58.4643,0.48824,9.41788,0.933115,17.9912
2015-04-01,47272,309093,2185.73,30.77,2077.76,1360.46,59.6294,62.0487,57.65,0.479897,9.29884,0.921,17.8516
2015-04-02,47272,309093,2216.16,31.07,2131.26,1384.57,60.3309,62.7476,58.3536,0.485997,9.41445,0.936956,18.2743
2015-04-03,47272,309093,2201.48,30.86,2116.28,1368.71,59.106,61.6919,56.9902,0.476646,9.19642,0.916388,17.9933
2015-04-04,47272,309093,2186.86,30.73,2105.66,1370.32,58.9957,61.7363,56.7534,0.47415,9.16205,0.913315,18.1832
2015-04-07,47272,309093,2177.71,30.6,2096.86,1364.59,59.0008,62.0377,56.5161,0.474806,9.12507,0.908984,18.1083
2015-04-08,47272,309093,2149.91,29.99,2076.08,1375.16,57.6186,60.4124,55.3328,0.461241,8.92738,0.887028,17.6957
2015-04-09,47272,309093,2103.69,29.25,2035.77,1335.76,56.13,58.7003,54.027,0.450319,8.70982,0.867137,17.2638
2015-04-10,47272,309093,2020.37,27.54,1959.56,1275.4,54.3346,56.5251,52.5424,0.436834,8.46652,0.844394,17.2281
2015-04-11,47272,309093,1973.36,27.17,1916.06,1259.31,52.511,54.2749,51.0678,0.424345,8.2252,0.819248,16.6926
2015-04-14,47272,309093,2018.86,27.42,1950.01,1317.99,53.8161,55.5201,52.422,0.434173,8.43299,0.839894,17.0406
2015-04-15,47272,309093,1990.95,26.87,1916.67,1264.97,53.2636,54.8387,51.9749,0.433938,8.36726,0.833465,16.6538
2015-04-16,47272,309093,1931.98,26.27,1862.4,1235.65,51.9237,53.6598,50.5033,0.422498,8.13887,0.809024,16.434
2015-04-17,47272,309093,1923.85,26.3,1862.2,1228.16,51.1301,52.9087,49.6749,0.416421,8.01635,0.796583,16.3949
2015-04-18,47272,309093,1956.86,26.58,1890.99,1267.16,52.3236,54.5163,50.5295,0.425136,8.15308,0.810807,16.7189
2015-04-21,47272,309093,1993.1,26.65,1933.05,1287.04,53.3337,55.5496,51.5207,0.433968,8.30818,0.821505,16.9426
2015-04-22,47272,309093,2078.33,27.9,1995.55,1343.09,55.605,57.5998,53.9728,0.45107,8.70304,0.859576,17.7923
2015-04-23,47272,309093,2074.22,27.69,1966.57,1324.85,55.4857,57.7226,53.6555,0.448643,8.6611,0.851877,17.683
2015-04-24,47272,309093,1970.49,26.31,1874.68,1259.19,53.1871,55.1255,51.6011,0.430278,8.32531,0.816473,17.1529
2015-04-25,47272,309093,1925.9,25.57,1831.96,1247.16,52.2326,54.659,50.2473,0.421079,8.11121,0.791483,16.8944
2015-04-28,47272,309093,1957.17,26.21,1846.72,1270.86,53.4516,55.8747,51.469,0.43166,8.27476,0.808435,17.4383
2015-04-29,47272,309093,2020.29,27.44,1918.72,1299.89,54.373,56.9016,52.3041,0.439143,8.4288,0.825963,17.9265
2015-04-30,47272,309093,2002.72,27.39,1916.62,1286.61,53.9993,56.806,51.7029,0.43404,8.34012,0.818213,17.589
2015-05-01,48287,307718,1980.05,27.16,1897.35,1284.08,53.8474,57.1578,51.1388,0.430371,8.24394,0.802681,17.2825
2015-05-06,48287,307718,1975.88,27.32,1902.0,1301.28,54.3008,57.4093,51.7574,0.43029,8.33963,0.815784,16.7695
2015-05-07,48287,307718,1914.27,26.37,1836.74,1269.49,52.7728,56.1843,49.9816,0.417261,8.0609,0.785967,16.3515
2015-05-08,48287,307718,1915.46,26.47,1839.36,1279.14,53.4481,57.2207,50.3615,0.422124,8.11366,0.783867,16.6034
2015-05-09,48287,307718,1933.95,26.61,1856.86,1284.14,53.5168,56.8971,50.7511,0.422873,8.17353,0.793234,16.7706
2015-05-13,48287,307718,1938.85,26.94,1846.45,1286.62,53.7023,57.1102,50.914,0.424001,8.1999,0.792929,16.6342
2015-05-14,48287,307718,1900.02,26.52,1804.46,1253.41,52.3163,55.7138,49.5366,0.413511,7.98398,0.773828,16.392
2015-05-15,48287,307718,1955.78,28.01,1849.92,1260.65,53.2548,57.1383,50.0774,0.420148,8.07505,0.783316,16.4734
2015-05-16,48287,307718,1955.7,27.74,1858.74,1258.99,53.151,56.9881,50.0115,0.418436,8.05805,0.787335,16.7056
2015-05-19,48287,307718,1943.4,28.01,1845.05,1251.66,52.316,56.103,49.2175,0.41126,7.9328,0.773449,16.4234
2015-05-20,48287,307718,1928.39,27.51,1838.82,1239.58,51.8466,55.1085,49.1777,0.409797,7.92307,0.773599,16.3511
2015-05-21,48287,307718,1931.82,27.33,1844.17,1256.66,52.2454,55.2441,49.7919,0.411622,8.02603,0.780743,16.3579
2015-05-22,48287,307718,1941.38,27.57,1856.96,1248.67,52.4634,55.5714,49.9204,0.412924,8.05584,0.784295,16.5975
2015-05-23,48287,307718,1938.55,27.61,1853.71,1250.22,52.3824,55.5508,49.7901,0.412084,8.03442,0.783787,16.367
2015-05-26,48287,307718,1930.26,27.65,1832.32,1232.77,52.0602,54.7477,49.8613,0.409909,8.03968,0.783798,16.0926
2015-05-27,48287,307718,1931.77,27.16,1836.31,1265.2,52.3558,54.8412,50.3223,0.410208,8.11166,0.788071,16.2382
2015-05-28,48287,307718,1948.38,27.33,1850.21,1287.6,53.1139,55.6757,51.0178,0.414695,8.22695,0.797153,16.1879
2015-05-29,48287,307718,1999.68,28.04,1889.65,1324.77,54.4744,57.1433,52.2907,0.421835,8.43181,0.819218,16.642
2015-05-30,48287,307718,2027.34,28.39,1897.23,1330.1,55.2409,58.0145,52.9716,0.427794,8.54629,0.830406,16.76
2015-06-02,47875,308895,2016.32,28.21,1879.95,1319.53,55.0176,57.702,52.8213,0.425635,8.52011,0.830328,16.6241
2015-06-03,47875,308895,2042.48,28.69,1898.58,1328.15,55.7644,58.6037,53.4413,0.429023,8.62207,0.83672,16.8851
2015-06-04,47875,308895,2024.2,28.32,1895.24,1306.71,55.7833,59.113,53.059,0.427206,8.5608,0.828917,16.9285
2015-06-05,47875,308895,2090.56,29.12,1957.17,1343.68,58.1211,61.9471,54.9908,0.443421,8.86877,0.85769,17.5426
2015-06-06,47875,308895,2126.45,29.21,1987.39,1368.93,59.4304,63.3221,56.2463,0.450854,9.06803,0.880362,17.9037
2015-06-09,47875,308895,2114.28,28.94,1976.62,1349.58,58.9513,62.5053,56.0435,0.446793,9.03097,0.873496,17.8278
2015-06-10,47875,308895,2122.9,28.99,2002.47,1348.16,59.1329,63.0721,55.91,0.449329,9.0096,0.87544,17.9291
2015-06-11,47875,308895,2090.4,28.43,1961.73,1316.64,58.1449,62.2064,54.8219,0.445906,8.83412,0.858672,17.7578
2015-06-12,47875,308895,2069.57,27.82,1944.22,1299.07,57.6546,61.4754,54.5285,0.441526,8.78543,0.853408,17.4917
2015-06-16,47875,308895,2093.64,28.31,1931.49,1302.47,58.3444,62.1045,55.2679,0.447513,8.90111,0.863359,17.6931
2015-06-17,47875,308895,2053.84,27.85,1890.35,1285.72,57.2193,61.104,54.0409,0.437454,8.7042,0.841627,17.287
2015-06-18,47875,308895,2042.25,27.69,1861.16,1265.03,56.9803,60.7452,53.8999,0.435572,8.68023,0.840741,17.4349
2015-06-19,47875,308895,2054.09,27.85,1872.34,1243.09,56.6203,60.6417,53.3301,0.434567,8.59027,0.836912,17.4316
2015-06-20,47875,308895,2072.47,27.88,1869.84,1241.94,57.0012,60.913,53.8006,0.436853,8.66438,0.843931,17.5767
2015-06-23,47875,308895,2055.42,27.88,1845.87,1205.33,56.8418,60.8567,53.5569,0.435051,8.62499,0.842885,17.2792
2015-06-24,47875,308895,2062.38,27.82,1870.06,1223.47,57.289,61.0546,54.2081,0.43824,8.73366,0.852329,17.5402
2015-06-25,47875,308895,2044.09,27.63,1860.24,1222.19,57.0044,60.5852,54.0746,0.436455,8.71159,0.850279,17.571
2015-06-26,47875,308895,2062.03,27.68,1887.18,1220.08,57.5708,61.1986,54.6026,0.441144,8.79382,0.858802,17.6211
2015-06-27,47875,308895,2069.6,27.9,1897.96,1191.29,57.7799,61.4066,54.8126,0.444276,8.82793,0.861901,17.5266
2015-06-30,47875,308895,2100.21,28.26,1919.02,1197.83,58.2225,61.5206,55.524,0.452021,8.94279,0.869056,17.7087
2015-07-01,48229,313342,2109.52,28.19,1944.35,1202.88,58.7839,62.3803,55.8413,0.457228,9.0055,0.875667,17.8721
2015-07-02,48229,313342,2089.82,27.88,1935.18,1225.32,58.2566,61.6556,55.4756,0.452179,8.94566,0.872189,17.8711
2015-07-03,48229,313342,2083.36,27.93,1930.72,1248.98,58.3153,61.5661,55.6555,0.450488,8.97018,0.875913,17.6746
2015-07-04,48229,313342,2088.52,27.96,1941.48,1235.33,58.3698,61.7492,55.6049,0.451797,8.96058,0.876772,17.907
2015-07-07,48229,313342,2111.55,28.27,1929.74,1216.97,59.1172,62.4246,56.4112,0.460255,9.0851,0.887946,17.9465
2015-07-08,48229,313342,2145.48,28.72,1946.34,1249.11,59.8404,63.0441,57.2192,0.465973,9.21419,0.902511,18.1568
2015-07-09,48229,313342,2123.34,27.58,1867.17,1166.29,59.8566,63.0822,57.2174,0.470422,9.21494,0.899822,17.9236
2015-07-10,48229,313342,2128.92,28.18,1901.57,1203.6,59.7085,63.043,56.9803,0.469553,9.17735,0.897504,17.6083
2015-07-11,48229,313342,2117.82,28.15,1882.06,1184.26,59.494,62.9474,56.6685,0.463963,9.12654,0.893437,17.588
2015-07-14,48229,313342,2101.99,28.12,1872.76,1182.99,59.4762,62.9819,56.6079,0.458642,9.11795,0.891955,17.9196
2015-07-15,48229,313342,2112.51,27.99,1883.16,1201.7,59.5183,62.6239,56.9774,0.462085,9.17673,0.897847,18.1295
2015-07-16,48229,313342,2103.72,27.89,1869.16,1191.45,59.2447,62.3986,56.6642,0.458356,9.12585,0.893687,18.0453
2015-07-17,48229,313342,2096.67,27.34,1843.81,1166.34,59.3056,62.1841,56.9504,0.459611,9.1715,0.89721,18.1353
2015-07-18,48229,313342,2088.86,27.43,1834.83,1144.03,59.1265,61.9183,56.8423,0.458424,9.15423,0.895225,18.0143
2015-07-21,48229,313342,2037.37,27.12,1796.18,1116.44,59.0203,61.6929,56.8336,0.457284,9.15239,0.894384,17.8184
2015-07-22,48229,313342,2030.6,27.03,1807.01,1132.59,59.1444,61.7622,57.0025,0.458385,9.17989,0.896583,17.83
2015-07-23,48229,313342,2010.8,27.1,1774.67,1134.84,59.4404,62.3948,57.0232,0.460756,9.18322,0.897508,17.9346
2015-07-24,48229,313342,2031.55,27.44,1831.19,1174.69,59.8666,62.933,57.3578,0.463329,9.23681,0.900649,17.8047
2015-07-25,48229,313342,2022.22,27.04,1824.89,1162.48,60.5446,63.609,58.0374,0.468044,9.3464,0.907863,17.6572
2015-07-28,48229,313342,2076.21,27.76,1861.52,1183.06,61.6172,65.083,58.7816,0.476389,9.46625,0.91703,17.5154
2015-07-29,48229,313342,2121.32,28.15,1897.49,1194.65,63.1039,66.6248,60.2231,0.487104,9.6987,0.940619,17.9107
2015-07-30,48229,313342,2107.44,28.07,1896.56,1202.88,62.5663,65.9882,59.7665,0.48345,9.62579,0.93502,17.7607
2015-07-31,48229,313342,2059.03,27.77,1868.14,1177.78,61.5363,64.6478,58.9906,0.475098,9.49975,0.92216,17.717
2015-08-01,44963,312663,2095.47,28.25,1897.48,1187.38,62.8903,66.0002,60.3458,0.485798,9.71815,0.941506,17.8935
2015-08-04,44963,312663,2195.16,29.58,1962.19,1231.14,65.2169,68.577,62.4677,0.503102,10.0597,0.975982,18.2531
2015-08-05,44963,312663,2210.18,29.41,1931.84,1203.61,65.6533,68.9961,62.9182,0.507282,10.1322,0.985252,18.2716
2015-08-06,44963,312663,2190.86,29.28,1915.62,1201.8,65.1597,68.1435,62.7184,0.504228,10.0999,0.982662,18.0687
2015-08-07,44963,312663,2227.82,29.96,1950.62,1229.92,66.4596,69.6314,63.8644,0.511509,10.2846,1.00101,18.2924
2015-08-08,44963,312663,2239.99,30.27,1956.03,1235.6,66.526,69.8089,63.8399,0.511599,10.2807,1.00063,18.0619
2015-08-11,44963,312663,2270.23,30.86,2003.14,1248.34,67.313,70.754,64.4977,0.51743,10.3866,1.01145,18.3906
2015-08-12,44963,312663,2262.39,31.11,2020.05,1255.92,66.1197,69.6762,63.2098,0.50655,9.99238,0.984883,18.3707
2015-08-13,44963,312663,2334.49,32.11,2069.44,1254.2,68.2528,72.2078,65.0169,0.522224,10.1861,1.00327,18.7131
2015-08-14,44963,312663,2299.07,31.54,2039.09,1267.49,67.2157,71.1475,63.9988,0.513881,10.0025,0.984597,18.4122
2015-08-15,44963,312663,2331.49,32.46,2071.05,1294.4,68.2792,72.365,64.9363,0.52229,10.1595,0.997332,18.43
2015-08-18,44963,312663,2353.01,32.07,2095.45,1301.5,68.6839,72.5712,65.5034,0.526343,10.2429,1.00342,18.7813
2015-08-19,44963,312663,2368.62,32.23,2103.75,1276.22,69.0193,72.9187,65.8289,0.529895,10.2962,1.00766,18.9153
2015-08-20,44963,312663,2373.34,31.36,2100.34,1253.02,68.866,72.7085,65.7222,0.529058,10.2762,1.00847,18.9532
2015-08-21,44963,312663,2449.82,33.37,2187.28,1319.69,70.3417,74.4738,66.9608,0.539767,10.4805,1.02355,19.1788
2015-08-22,44963,312663,2517.26,33.86,2247.1,1327.24,71.9688,76.6709,68.1216,0.554082,10.6625,1.03395,19.6832
2015-08-25,44963,312663,2623.69,33.98,2270.0,1339.71,75.4296,81.1533,70.7465,0.587522,11.0459,1.0623,20.1821
2015-08-26,44963,312663,2595.7,33.44,2210.59,1234.6,74.7965,80.7248,69.9461,0.584394,10.9061,1.05659,19.7772
2015-08-27,44963,312663,2528.01,32.11,2181.7,1201.16,73.9992,79.7252,69.3142,0.579599,10.8134,1.04736,19.1714
2015-08-28,44963,312663,2447.13,30.94,2144.63,1181.82,71.4476,76.3369,67.4473,0.560916,10.5298,1.02177,18.7933
2015-08-29,44963,312663,2405.55,30.86,2135.18,1203.31,70.334,75.0469,66.4779,0.550109,10.4042,1.00458,18.6814
2015-09-01,47683,318661,2434.51,30.97,2151.38,1229.05,70.3749,74.8478,66.7152,0.550297,10.4586,1.00513,18.6007
2015-09-02,47683,318661,2399.17,30.84,2117.84,1237.51,69.1724,73.8449,65.3495,0.545352,10.2681,0.984031,18.0279
2015-09-03,47683,318661,2443.78,31.21,2160.82,1224.03,70.4621,75.0901,66.6756,0.55686,10.4872,1.00597,18.0282
2015-09-04,47683,318661,2434.61,31.69,2180.28,1264.65,70.7253,75.2659,67.0102,0.557049,10.543,1.01209,17.8294
2015-09-05,47683,318661,2448.14,31.97,2189.18,1262.15,71.1572,75.4011,67.685,0.568614,10.6492,1.01851,18.1019
2015-09-08,47683,318661,2468.32,32.02,2179.87,1279.3,72.0337,76.3692,68.4864,0.573612,10.7583,1.02624,17.8304
2015-09-09,47683,318661,2479.04,32.36,2196.27,1298.3,72.4523,76.9246,68.7932,0.572942,10.8038,1.03235,17.9823
2015-09-10,47683,318661,2439.98,32.11,2178.44,1280.54,71.2004,75.5742,67.6219,0.560387,10.6019,1.01825,17.7048
2015-09-11,47683,318661,2439.49,32.42,2175.77,1286.08,72.1857,76.6951,68.4961,0.56695,10.7369,1.02947,18.1235
2015-09-12,47683,318661,2419.09,31.88,2134.07,1274.76,71.9725,76.8165,68.0093,0.564088,10.6685,1.02346,17.6542
2015-09-15,47683,318661,2420.84,31.53,2088.74,1289.07,72.0855,77.1313,67.9571,0.565367,10.6717,1.02414,17.5337
2015-09-16,47683,318661,2386.95,30.98,2057.68,1260.95,71.0922,75.9013,67.1574,0.562104,10.5429,1.01087,17.6201
2015-09-17,47683,318661,2352.24,30.76,2034.83,1265.41,69.6683,74.2407,65.9273,0.547933,10.3484,0.993405,17.0747
2015-09-18,47683,318661,2349.73,31.02,2027.89,1275.58,69.2213,73.9378,65.3623,0.540698,10.2677,0.985857,17.0703
2015-09-19,47683,318661,2397.55,32.21,2061.98,1285.31,69.8421,74.9726,65.6445,0.54928,10.3147,0.998092,16.8531
2015-09-22,47683,318661,2417.65,32.28,2084.09,1278.1,70.0537,74.8304,66.1455,0.550318,10.3852,1.0077,16.7784
2015-09-23,47683,318661,2402.66,31.79,2050.97,1291.43,69.6766,73.9568,66.1747,0.551939,10.3784,1.00631,16.6097
2015-09-24,47683,318661,2387.82,31.42,2000.12,1318.55,69.4141,73.5367,66.041,0.549449,10.3449,1.00077,16.3145
2015-09-25,47683,318661,2426.03,31.63,2014.48,1375.06,70.1279,74.5435,66.5151,0.553992,10.4208,1.00605,15.9173
2015-09-26,47683,318661,2418.64,31.65,1993.18,1391.43,69.0329,73.1397,65.6727,0.543311,10.3024,0.993836,16.7021
2015-09-29,47683,318661,2397.15,30.98,1951.44,1380.34,69.0216,73.2684,65.547,0.544908,10.2911,0.991484,16.4898
2015-09-30,47683,318661,2394.9,31.01,1925.12,1362.92,69.9923,74.5825,66.2367,0.552779,10.4082,1.00298,16.1207
2015-10-01,48892,322375,2372.37,30.96,1952.85,1409.69,69.3542,73.776,65.7364,0.547142,10.3424,0.999869,16.194
2015-10-02,48892,322375,2329.66,30.42,1906.88,1377.89,68.3874,72.4865,65.0336,0.541653,10.2317,0.991895,16.4763
2015-10-03,48892,322375,2345.43,30.59,1905.94,1458.6,69.4014,73.6302,65.9414,0.548986,10.3745,1.00505,16.4578
2015-10-06,48892,322375,2393.35,32.18,1945.31,1495.91,69.3014,73.7951,65.6248,0.546282,10.3247,1.0052,16.6764
2015-10-07,48892,322375,2379.41,32.8,1923.37,1460.84,68.629,72.9468,65.0962,0.541116,10.2415,0.995355,16.638
2015-10-08,48892,322375,2314.22,31.89,1893.07,1419.3,66.1995,70.4691,62.7061,0.522442,9.8655,0.96382,16.27
2015-10-09,48892,322375,2289.81,31.26,1868.62,1387.94,65.8992,70.3052,62.2942,0.519963,9.80625,0.957562,16.0428
2015-10-10,48892,322375,2269.3,31.51,1917.52,1393.31,64.9184,69.345,61.2967,0.510083,9.66033,0.944989,16.2015
2015-10-13,48892,322375,2288.97,31.38,1938.6,1401.85,64.9319,69.5499,61.1535,0.508828,9.67007,0.94289,16.2586
2015-10-14,48892,322375,2309.42,31.23,1964.53,1376.37,66.127,70.8977,62.2237,0.519939,9.81369,0.955964,16.5647
